,Tanggal,Produk,Kategori,Jumlah,Harga_Satuan,Total_Penjualan
11774,2025-01-25,Set Peralatan Masak Numquam,Peralatan Dapur,1.0,Rp70.842,Rp70.842
11775,2025-06-05,Set Peralatan Masak Saepe,Peralatan Dapur,2.0,Rp77.457,Rp154.914
11776,2025-06-28,Parfum Qui,Kecantikan,3.0,Rp25.770,Rp77.310
11777,2023-11-21,Lipstik Error,Kecantikan,5.0,Rp43.315,Rp216.575
11778,2024-11-28,Rempah-rempah Magni,Kebutuhan Pokok,3.0,Rp41.481,Rp124.443
11779,2024-03-20,Pakaian Anak Vel,Pakaian,2.0,Rp70.132,Rp140.264
11780,2025-06-24,Sofa Quisquam,Furnitur,3.0,Rp64.534,Rp193.602
11781,2025-09-09,Kursi Impedit,Furnitur,1.0,Rp29.842,Rp29.842
11782,2025-05-03,Juicer Aperiam,Peralatan Dapur,1.0,Rp27.937,Rp27.937
11783,2025-03-02,Headphone Non,Elektronik,2.0,Rp5.195,Rp10.390
11784,2024-05-06,Fiksi Quis,Buku,4.0,Rp76.358,Rp305.432
11785,2025-06-06,Pakaian Wanita Et,Pakaian,2.0,Rp41.704,Rp83.408
11786,2024-04-21,Sofa Quod,Furnitur,2.0,Rp15.174,Rp30.348
11787,2024-09-06,Ponsel Suscipit,Elektronik,4.0,Rp26.438,Rp105.752
11788,2024-01-20,Sofa Asperiores,Furnitur,5.0,Rp43.694,Rp218.470
11789,2024-09-09,Foundation Officiis,Kecantikan,4.0,Rp42.789,Rp171.156
11790,2025-02-13,Boneka Temporibus,Hiburan,3.0,Rp20.970,Rp62.910
11791,2025-01-22,Biografi Impedit,Buku,2.0,Rp6.852,Rp13.704
11792,2024-05-11,Pakaian Pria Nobis,Pakaian,1.0,Rp49.258,Rp49.258
11793,2023-12-27,Action Figure Aut,Hiburan,1.0,Rp60.989,Rp60.989
11794,2023-10-25,Tempat Tidur Tenetur,Furnitur,5.0,Rp62.338,Rp311.690
11795,2025-03-12,Gula Pasir Ratione,Kebutuhan Pokok,2.0,Rp20.957,Rp41.914
11796,2024-12-26,Aksesori Sint,Pakaian,2.0,Rp43.221,Rp86.442
11797,2024-01-12,Headphone At,Elektronik,1.0,Rp61.848,Rp61.848
11798,2024-04-28,Fiksi Eos,Buku,2.0,Rp66.724,Rp133.448
11799,2024-01-12,Pakaian Pria Quis,Pakaian,2.0,Rp47.344,Rp94.688
11800,2025-07-22,Lipstik Rem,Kecantikan,5.0,Rp32.392,Rp161.960
11801,2023-11-23,Kamera Enim,Elektronik,4.0,Rp35.583,Rp142.332
11802,2025-03-05,Sepatu Quo,Pakaian,3.0,Rp78.762,Rp236.286
11803,2024-12-23,Laptop Itaque,Elektronik,1.0,Rp52.503,Rp52.503
11804,2024-10-17,Lemari Sed,Furnitur,3.0,Rp25.534,Rp76.602
11805,2025-04-09,Jam Tangan Pintar Omnis,Elektronik,5.0,Rp48.997,Rp244.985
11806,2024-08-03,Pakaian Pria Laborum,Pakaian,3.0,Rp69.771,Rp209.313
11807,2025-08-25,Kulkas At,Peralatan Dapur,1.0,Rp20.801,Rp20.801
11808,2024-03-17,Sofa Ea,Furnitur,5.0,Rp34.862,Rp174.310
11809,2024-07-09,Boneka Tempore,Hiburan,5.0,Rp20.070,Rp100.350
11810,2025-07-17,Kursi Explicabo,Furnitur,4.0,Rp76.025,Rp304.100
11811,2025-01-12,Kursi Perferendis,Furnitur,1.0,Rp50.455,Rp50.455
11812,2025-04-08,Lipstik Veniam,Kecantikan,2.0,Rp20.137,Rp40.274
11813,2024-08-23,Minyak Goreng Ullam,Kebutuhan Pokok,1.0,Rp22.607,Rp22.607
11814,2024-06-06,Pakaian Wanita Vel,Pakaian,5.0,Rp51.172,Rp255.860
11815,2025-02-09,Ponsel Nesciunt,Elektronik,1.0,Rp54.660,Rp54.660
11816,2025-08-07,Beras Similique,Kebutuhan Pokok,4.0,Rp3.915,Rp15.660
11817,2025-09-29,Lipstik Voluptatibus,Kecantikan,3.0,Rp43.605,Rp130.815
11818,2024-12-26,Krim Wajah Ea,Kecantikan,1.0,Rp64.442,Rp64.442
11819,2025-04-19,Vas Bunga Sunt,Dekorasi Rumah,5.0,Rp38.304,Rp191.520
11820,2024-10-18,Dumbel Ipsa,Hiburan,3.0,Rp31.712,Rp95.136
11821,2024-06-09,Headphone Neque,Elektronik,4.0,Rp20.329,Rp81.316
11822,2025-07-26,Lipstik Repellendus,Kecantikan,1.0,Rp55.533,Rp55.533
11823,2025-09-15,Lampu Fugit,Dekorasi Rumah,4.0,Rp11.748,Rp46.992
11824,2025-05-09,Tongkat Kriket Possimus,Hiburan,1.0,Rp36.603,Rp36.603
11825,2025-05-29,Krim Wajah Ipsam,Kecantikan,5.0,Rp17.593,Rp87.965
11826,2025-04-03,Pakaian Pria Excepturi,Pakaian,4.0,Rp49.156,Rp196.624
11827,2025-08-09,Krim Wajah Quia,Kecantikan,1.0,Rp69.990,Rp69.990
11828,2023-11-18,Jam Tangan Pintar Unde,Elektronik,1.0,Rp15.975,Rp15.975
11829,2024-04-11,Tongkat Kriket Molestiae,Hiburan,3.0,Rp703,Rp2.109
11830,2025-04-19,Lemari Nostrum,Furnitur,5.0,Rp66.702,Rp333.510
11831,2024-08-21,Pakaian Pria Eius,Pakaian,5.0,Rp76.759,Rp383.795
11832,2025-08-08,Ponsel Quae,Elektronik,3.0,Rp71.820,Rp215.460
11833,2025-09-12,Kamera Aperiam,Elektronik,3.0,Rp24.181,Rp72.543
11834,2025-07-30,Permainan Papan Nulla,Hiburan,4.0,Rp60.195,Rp240.780
11835,2024-09-05,Microwave Illum,Peralatan Dapur,2.0,Rp19.243,Rp38.486
11836,2025-05-04,Parfum Nihil,Kecantikan,5.0,Rp45.145,Rp225.725
11837,2025-01-05,Krim Wajah Excepturi,Kecantikan,4.0,Rp26.100,Rp104.400
11838,2024-02-09,Boneka Quisquam,Hiburan,4.0,Rp30.438,Rp121.752
11839,2025-08-01,Permainan Papan Aliquid,Hiburan,5.0,Rp50.296,Rp251.480
11840,2025-02-28,Sepatu Aliquam,Pakaian,1.0,Rp63.288,Rp63.288
11841,2023-10-31,Boneka Odio,Hiburan,4.0,Rp71.030,Rp284.120
11842,2023-10-11,Pakaian Pria Saepe,Pakaian,5.0,Rp75.726,Rp378.630
11843,2025-09-26,Boneka Nemo,Hiburan,1.0,Rp20.686,Rp20.686
11844,2023-11-11,Juicer Quas,Peralatan Dapur,5.0,Rp73.393,Rp366.965
11845,2025-02-17,Foundation Magnam,Kecantikan,4.0,Rp27.500,Rp110.000
11846,2025-07-27,Laptop Consectetur,Elektronik,1.0,Rp64.643,Rp64.643
11847,2023-11-30,Boneka Labore,Hiburan,3.0,Rp72.191,Rp216.573
11848,2024-03-21,Lipstik Iure,Kecantikan,2.0,Rp41.905,Rp83.810
11849,2024-04-10,Lampu Voluptatibus,Dekorasi Rumah,5.0,Rp69.536,Rp347.680
11850,2024-06-21,Non-Fiksi Dicta,Buku,1.0,Rp18.563,Rp18.563
11851,2024-11-23,Biografi Dignissimos,Buku,3.0,Rp35.613,Rp106.839
11852,2024-06-05,Aksesori Exercitationem,Pakaian,5.0,Rp19.507,Rp97.535
11853,2024-01-08,Jam Dinding Fuga,Dekorasi Rumah,4.0,Rp25.807,Rp103.228
11854,2025-03-04,Kursi Quibusdam,Furnitur,2.0,Rp58.550,Rp117.100
11855,2024-04-26,Parfum Quos,Kecantikan,3.0,Rp56.821,Rp170.463
11856,2024-01-08,Parfum Eligendi,Kecantikan,4.0,Rp35.223,Rp140.892
11857,2024-12-05,Kamera Et,Elektronik,1.0,Rp1.808,Rp1.808
11858,2025-04-01,Sampo Nihil,Kecantikan,2.0,Rp39.244,Rp78.488
11859,2025-04-01,Dumbel Amet,Hiburan,1.0,Rp41.913,Rp41.913
11860,2024-07-27,Lampu Aliquid,Dekorasi Rumah,3.0,Rp15.521,Rp46.563
11861,2024-07-15,Vas Bunga Dolorem,Dekorasi Rumah,2.0,Rp67.530,Rp135.060
11862,2024-07-05,Sepatu Dolorum,Pakaian,3.0,Rp22.539,Rp67.617
11863,2024-03-14,Permainan Papan Accusantium,Hiburan,3.0,Rp66.499,Rp199.497
11864,2023-12-14,Juicer Odio,Peralatan Dapur,1.0,Rp23.237,Rp23.237
11865,2024-09-23,Microwave Itaque,Peralatan Dapur,3.0,Rp39.248,Rp117.744
11866,2024-01-24,Pakaian Pria Cumque,Pakaian,1.0,Rp17.022,Rp17.022
11867,2024-07-24,Minyak Goreng Reiciendis,Kebutuhan Pokok,3.0,Rp76.417,Rp229.251
11868,2024-02-07,Beras Quas,Kebutuhan Pokok,5.0,Rp18.794,Rp93.970
11869,2025-09-18,Parfum Natus,Kecantikan,4.0,Rp28.073,Rp112.292
11870,2025-08-12,Matras Yoga Voluptate,Hiburan,3.0,Rp33.253,Rp99.759
11871,2025-09-07,Sofa Dolor,Furnitur,4.0,Rp563,Rp2.252
11872,2024-07-20,Juicer Libero,Peralatan Dapur,2.0,Rp28.228,Rp56.456
11873,2025-06-04,Kursi Iure,Furnitur,1.0,Rp59.311,Rp59.311
11874,2024-11-22,Rempah-rempah Et,Kebutuhan Pokok,2.0,Rp36.625,Rp73.250
11875,2025-01-29,Meja Ipsa,Furnitur,5.0,Rp6.695,Rp33.475
11876,2024-12-11,Krim Wajah Occaecati,Kecantikan,1.0,Rp49.130,Rp49.130
11877,2025-09-24,Action Figure Odit,Hiburan,3.0,Rp62.967,Rp188.901
11878,2023-12-17,Rempah-rempah Earum,Kebutuhan Pokok,3.0,Rp45.575,Rp136.725
11879,2024-12-02,Minyak Goreng Debitis,Kebutuhan Pokok,1.0,Rp42.535,Rp42.535
11880,2024-08-03,Boneka Eos,Hiburan,3.0,Rp62.542,Rp187.626
11881,2023-11-19,Laptop Quibusdam,Elektronik,4.0,Rp46.724,Rp186.896
11882,2025-08-11,Microwave Optio,Peralatan Dapur,5.0,Rp14.265,Rp71.325
11883,2025-03-06,Non-Fiksi Soluta,Buku,3.0,Rp58.902,Rp176.706
11884,2024-10-08,Minyak Goreng Pariatur,Kebutuhan Pokok,4.0,Rp33.323,Rp133.292
11885,2025-09-08,Beras Aut,Kebutuhan Pokok,1.0,Rp28.781,Rp28.781
11886,2025-10-01,Minyak Goreng Vel,Kebutuhan Pokok,5.0,Rp75.768,Rp378.840
11887,2025-05-27,Beras Ut,Kebutuhan Pokok,1.0,Rp46.661,Rp46.661
11888,2024-04-05,Sepak Bola Molestiae,Hiburan,3.0,Rp9.234,Rp27.702
11889,2024-07-17,Lemari Id,Furnitur,1.0,Rp18.288,Rp18.288
11890,2025-08-18,Lampu Quae,Dekorasi Rumah,5.0,Rp72.569,Rp362.845
11891,2025-02-04,Sepak Bola Provident,Hiburan,3.0,Rp21.214,Rp63.642
11892,2025-09-03,Gula Pasir Magni,Kebutuhan Pokok,5.0,Rp21.669,Rp108.345
11893,2023-11-04,Juicer Sit,Peralatan Dapur,1.0,Rp69.671,Rp69.671
11894,2025-09-14,Meja Eius,Furnitur,2.0,Rp29.652,Rp59.304
11895,2024-11-17,Jam Dinding At,Dekorasi Rumah,2.0,Rp11.885,Rp23.770
11896,2025-03-25,Set Peralatan Masak Beatae,Peralatan Dapur,1.0,Rp70.870,Rp70.870
11897,2025-03-11,Sepak Bola Et,Hiburan,2.0,Rp33.866,Rp67.732
11898,2025-09-03,Buku Pelajaran Consequuntur,Buku,2.0,Rp36.661,Rp73.322
11899,2024-06-12,Tepung Terigu Fugit,Kebutuhan Pokok,2.0,Rp4.163,Rp8.326
11900,2025-01-01,Jam Dinding Sed,Dekorasi Rumah,3.0,Rp12.006,Rp36.018
11901,2025-03-04,Vas Bunga Tenetur,Dekorasi Rumah,1.0,Rp33.317,Rp33.317
11902,2025-07-29,Aksesori Ipsum,Pakaian,4.0,Rp44.656,Rp178.624
11903,2024-06-06,Rempah-rempah Voluptates,Kebutuhan Pokok,2.0,Rp25.209,Rp50.418
11904,2024-07-19,Dumbel Suscipit,Hiburan,1.0,Rp31.183,Rp31.183
11905,2024-02-28,Fiksi Facere,Buku,1.0,Rp67.256,Rp67.256
11906,2023-10-19,Set Peralatan Masak Autem,Peralatan Dapur,5.0,Rp44.343,Rp221.715
11907,2024-08-26,Kamera Nobis,Elektronik,4.0,Rp54.532,Rp218.128
11908,2024-03-11,Non-Fiksi Quo,Buku,3.0,Rp73.480,Rp220.440
11909,2024-01-04,Boneka Debitis,Hiburan,3.0,Rp44.101,Rp132.303
11910,2024-02-16,Fiksi Amet,Buku,5.0,Rp2.099,Rp10.495
11911,2024-04-21,Minyak Goreng Fugiat,Kebutuhan Pokok,4.0,Rp28.663,Rp114.652
11912,2025-01-19,Sofa Ex,Furnitur,4.0,Rp49.615,Rp198.460
11913,2024-08-15,Sampo Qui,Kecantikan,5.0,Rp52.822,Rp264.110
11914,2024-08-09,Sepak Bola Magni,Hiburan,2.0,Rp10.340,Rp20.680
11915,2024-05-03,Rempah-rempah Corporis,Kebutuhan Pokok,1.0,Rp2.782,Rp2.782
11916,2025-06-01,Boneka Quasi,Hiburan,4.0,Rp78.165,Rp312.660
11917,2024-09-27,Sofa Perspiciatis,Furnitur,5.0,Rp71.677,Rp358.385
11918,2025-06-13,Rempah-rempah Laudantium,Kebutuhan Pokok,2.0,Rp4.535,Rp9.070
11919,2025-02-13,Hiasan Dinding Similique,Dekorasi Rumah,4.0,Rp12.570,Rp50.280
11920,2025-09-22,Pakaian Anak Sapiente,Pakaian,1.0,Rp10.976,Rp10.976
11921,2024-04-08,Tempat Tidur Corrupti,Furnitur,4.0,Rp49.298,Rp197.192
11922,2025-02-25,Foundation Deleniti,Kecantikan,2.0,Rp19.780,Rp39.560
11923,2025-02-25,Meja Aliquam,Furnitur,5.0,Rp7.327,Rp36.635
11924,2025-08-17,Buku Pelajaran Praesentium,Buku,4.0,Rp2.684,Rp10.736
11925,2024-10-18,Juicer Nostrum,Peralatan Dapur,4.0,Rp18.853,Rp75.412
11926,2024-03-03,Rempah-rempah Hic,Kebutuhan Pokok,5.0,Rp9.519,Rp47.595
11927,2024-08-08,Permainan Papan Quidem,Hiburan,2.0,Rp49.354,Rp98.708
11928,2024-04-16,Kulkas Officia,Peralatan Dapur,3.0,Rp78.566,Rp235.698
11929,2024-12-04,Buku Pelajaran Dolore,Buku,1.0,Rp74.231,Rp74.231
11930,2025-06-14,Tempat Tidur Quaerat,Furnitur,2.0,Rp11.243,Rp22.486
11931,2024-09-03,Rempah-rempah Pariatur,Kebutuhan Pokok,3.0,Rp26.265,Rp78.795
11932,2025-03-13,Gula Pasir Quisquam,Kebutuhan Pokok,1.0,Rp19.192,Rp19.192
11933,2025-01-18,Pakaian Anak Enim,Pakaian,5.0,Rp13.658,Rp68.290
11934,2025-04-28,Puzzle Cupiditate,Hiburan,2.0,Rp40.023,Rp80.046
11935,2025-08-03,Biografi Tempora,Buku,5.0,Rp37.719,Rp188.595
11936,2025-04-02,Biografi Aliquam,Buku,3.0,Rp72.335,Rp217.005
11937,2025-03-13,Jam Tangan Pintar Voluptate,Elektronik,4.0,Rp9.586,Rp38.344
11938,2024-01-08,Matras Yoga Totam,Hiburan,2.0,Rp69.109,Rp138.218
11939,2024-12-19,Dumbel Aperiam,Hiburan,4.0,Rp26.276,Rp105.104
11940,2025-06-08,Lampu Sit,Dekorasi Rumah,5.0,Rp36.039,Rp180.195
11941,2024-01-25,Headphone Et,Elektronik,4.0,Rp33.905,Rp135.620
11942,2025-02-16,Mobil Remote Quaerat,Hiburan,4.0,Rp4.623,Rp18.492
11943,2024-12-03,Lipstik Eos,Kecantikan,3.0,Rp29.871,Rp89.613
11944,2024-04-11,Non-Fiksi Pariatur,Buku,4.0,Rp14.894,Rp59.576
11945,2024-12-26,Kursi Excepturi,Furnitur,1.0,Rp71.238,Rp71.238
11946,2025-04-29,Rempah-rempah Quae,Kebutuhan Pokok,4.0,Rp22.317,Rp89.268
11947,2025-01-13,Jam Tangan Pintar Numquam,Elektronik,3.0,Rp5.408,Rp16.224
11948,2025-06-10,Biografi Quibusdam,Buku,5.0,Rp71.043,Rp355.215
11949,2023-12-08,Set Peralatan Masak Beatae,Peralatan Dapur,3.0,Rp39.343,Rp118.029
11950,2024-03-16,Lipstik Aut,Kecantikan,4.0,Rp44.419,Rp177.676
11951,2024-08-28,Jam Dinding Debitis,Dekorasi Rumah,4.0,Rp23.082,Rp92.328
11952,2025-07-10,Action Figure Quos,Hiburan,1.0,Rp27.037,Rp27.037
11953,2024-11-18,Buku Pelajaran Soluta,Buku,5.0,Rp70.647,Rp353.235
11954,2025-06-01,Parfum Deserunt,Kecantikan,1.0,Rp60.017,Rp60.017
11955,2024-04-02,Tempat Tidur Alias,Furnitur,2.0,Rp33.562,Rp67.124
11956,2024-08-31,Sepatu Odio,Pakaian,4.0,Rp71.751,Rp287.004
11957,2024-09-06,Meja Soluta,Furnitur,1.0,Rp39.397,Rp39.397
11958,2023-11-02,Matras Yoga Harum,Hiburan,4.0,Rp13.045,Rp52.180
11959,2023-12-29,Microwave Possimus,Peralatan Dapur,2.0,Rp12.469,Rp24.938
11960,2024-02-28,Set Peralatan Masak Incidunt,Peralatan Dapur,1.0,Rp11.182,Rp11.182
11961,2025-03-17,Buku Pelajaran Veritatis,Buku,1.0,Rp15.722,Rp15.722
11962,2025-06-28,Pakaian Pria Itaque,Pakaian,1.0,Rp71.414,Rp71.414
11963,2024-02-10,Raket Tenis Vitae,Hiburan,3.0,Rp63.450,Rp190.350
11964,2025-05-15,Pakaian Pria Quasi,Pakaian,4.0,Rp70.267,Rp281.068
11965,2025-09-06,Blender Pengaduk Quis,Peralatan Dapur,1.0,Rp55.661,Rp55.661
11966,2023-12-07,Sofa Qui,Furnitur,4.0,Rp32.435,Rp129.740
11967,2024-04-18,Meja Voluptate,Furnitur,1.0,Rp52.961,Rp52.961
11968,2024-05-30,Sofa Quam,Furnitur,2.0,Rp52.166,Rp104.332
11969,2025-07-02,Action Figure Iste,Hiburan,3.0,Rp7.681,Rp23.043
11970,2025-09-18,Beras Exercitationem,Kebutuhan Pokok,2.0,Rp1.301,Rp2.602
11971,2023-12-07,Pakaian Wanita Asperiores,Pakaian,1.0,Rp17.080,Rp17.080
11972,2024-02-27,Bantal Similique,Dekorasi Rumah,3.0,Rp19.834,Rp59.502
11973,2024-07-10,Komik Quia,Buku,4.0,Rp59.456,Rp237.824
11974,2024-09-21,Biografi Accusamus,Buku,2.0,Rp32.510,Rp65.020
11975,2024-12-18,Biografi Corporis,Buku,2.0,Rp64.090,Rp128.180
11976,2024-07-11,Sampo Possimus,Kecantikan,2.0,Rp40.984,Rp81.968
11977,2024-07-20,Fiksi Blanditiis,Buku,4.0,Rp8.348,Rp33.392
11978,2023-12-31,Headphone Est,Elektronik,5.0,Rp17.971,Rp89.855
11979,2024-03-02,Kulkas Voluptatibus,Peralatan Dapur,4.0,Rp24.557,Rp98.228
11980,2025-10-01,Pakaian Anak Molestiae,Pakaian,2.0,Rp3.464,Rp6.928
11981,2024-01-22,Biografi Modi,Buku,5.0,Rp33.302,Rp166.510
11982,2023-12-23,Vas Bunga Quo,Dekorasi Rumah,4.0,Rp49.278,Rp197.112
11983,2024-07-18,Ponsel Error,Elektronik,2.0,Rp46.501,Rp93.002
11984,2024-10-25,Raket Tenis Neque,Hiburan,4.0,Rp1.290,Rp5.160
11985,2025-09-09,Dumbel Veritatis,Hiburan,1.0,Rp5.808,Rp5.808
11986,2024-12-30,Gula Pasir Reprehenderit,Kebutuhan Pokok,3.0,Rp11.177,Rp33.531
11987,2025-01-12,Mobil Remote Fugiat,Hiburan,5.0,Rp5.730,Rp28.650
11988,2025-01-07,Kamera Quod,Elektronik,2.0,Rp59.430,Rp118.860
11989,2023-12-14,Puzzle Placeat,Hiburan,4.0,Rp72.871,Rp291.484
11990,2025-01-11,Puzzle Commodi,Hiburan,3.0,Rp78.303,Rp234.909
11991,2024-02-13,Dumbel Exercitationem,Hiburan,5.0,Rp66.271,Rp331.355
11992,2024-01-17,Pakaian Anak Vitae,Pakaian,4.0,Rp8.537,Rp34.148
11993,2024-03-19,Rempah-rempah Vero,Kebutuhan Pokok,3.0,Rp58.993,Rp176.979
11994,2024-03-27,Blender Pengaduk Minus,Peralatan Dapur,1.0,Rp15.496,Rp15.496
11995,2024-09-11,Lampu Exercitationem,Dekorasi Rumah,4.0,Rp67.203,Rp268.812
11996,2025-04-02,Pakaian Anak Voluptatem,Pakaian,1.0,Rp26.544,Rp26.544
11997,2025-07-21,Non-Fiksi Voluptas,Buku,2.0,Rp59.533,Rp119.066
11998,2024-04-24,Boneka Aspernatur,Hiburan,1.0,Rp70.606,Rp70.606
11999,2024-06-11,Lampu Animi,Dekorasi Rumah,3.0,Rp71.976,Rp215.928
12000,2023-12-06,Pakaian Anak Nemo,Pakaian,4.0,Rp49.170,Rp196.680
12001,2024-07-21,Parfum Officia,Kecantikan,5.0,Rp17.746,Rp88.730
12002,2024-07-11,Lipstik Nam,Kecantikan,1.0,Rp60.158,Rp60.158
12003,2024-09-23,Tepung Terigu Repellendus,Kebutuhan Pokok,3.0,Rp23.063,Rp69.189
12004,2025-02-22,Minyak Goreng Magni,Kebutuhan Pokok,3.0,Rp53.346,Rp160.038
12005,2025-09-21,Headphone Illo,Elektronik,5.0,Rp72.758,Rp363.790
12006,2024-11-02,Permainan Papan Repudiandae,Hiburan,1.0,Rp68.469,Rp68.469
12007,2025-02-16,Hiasan Dinding Adipisci,Dekorasi Rumah,2.0,Rp30.269,Rp60.538
12008,2023-11-03,Parfum Deserunt,Kecantikan,4.0,Rp62.112,Rp248.448
12009,2025-05-01,Tongkat Kriket In,Hiburan,5.0,Rp24.115,Rp120.575
12010,2024-02-09,Vas Bunga Ex,Dekorasi Rumah,4.0,Rp45.944,Rp183.776
12011,2024-11-07,Meja Cupiditate,Furnitur,4.0,Rp58.858,Rp235.432
12012,2024-05-17,Lampu Sapiente,Dekorasi Rumah,4.0,Rp36.627,Rp146.508
12013,2025-09-18,Juicer Voluptates,Peralatan Dapur,1.0,Rp34.368,Rp34.368
12014,2024-04-08,Sampo Accusantium,Kecantikan,2.0,Rp32.220,Rp64.440
12015,2024-04-17,Pakaian Anak Ex,Pakaian,2.0,Rp18.505,Rp37.010
12016,2025-05-18,Juicer Ratione,Peralatan Dapur,2.0,Rp41.747,Rp83.494
12017,2024-08-31,Aksesori Minima,Pakaian,5.0,Rp70.650,Rp353.250
12018,2024-01-27,Vas Bunga Illo,Dekorasi Rumah,1.0,Rp53.261,Rp53.261
12019,2024-06-17,Mobil Remote Labore,Hiburan,3.0,Rp4.334,Rp13.002
12020,2025-03-21,Dumbel Aliquid,Hiburan,5.0,Rp42.957,Rp214.785
12021,2025-05-02,Blender Pengaduk Non,Peralatan Dapur,5.0,Rp3.244,Rp16.220
12022,2025-10-01,Meja Perferendis,Furnitur,2.0,Rp8.401,Rp16.802
12023,2025-05-03,Action Figure Exercitationem,Hiburan,2.0,Rp55.717,Rp111.434
12024,2023-12-25,Dumbel Voluptatem,Hiburan,1.0,Rp12.463,Rp12.463
12025,2023-10-10,Pakaian Wanita Impedit,Pakaian,3.0,Rp48.250,Rp144.750
12026,2024-11-16,Dumbel Soluta,Hiburan,1.0,Rp18.572,Rp18.572
12027,2024-10-29,Headphone Incidunt,Elektronik,4.0,Rp64.001,Rp256.004
12028,2023-12-16,Tempat Tidur Dolores,Furnitur,1.0,Rp70.622,Rp70.622
12029,2024-01-05,Krim Wajah Esse,Kecantikan,1.0,Rp1.544,Rp1.544
12030,2025-01-24,Sepatu Praesentium,Pakaian,1.0,Rp58.479,Rp58.479
12031,2024-09-20,Beras Nobis,Kebutuhan Pokok,5.0,Rp75.993,Rp379.965
12032,2023-11-11,Buku Pelajaran Soluta,Buku,3.0,Rp31.894,Rp95.682
12033,2024-10-27,Kulkas Minima,Peralatan Dapur,3.0,Rp71.258,Rp213.774
12034,2025-08-04,Sepak Bola Optio,Hiburan,4.0,Rp21.950,Rp87.800
12035,2024-08-29,Pakaian Pria Illum,Pakaian,5.0,Rp54.657,Rp273.285
12036,2024-01-21,Biografi A,Buku,5.0,Rp28.722,Rp143.610
12037,2025-06-07,Pakaian Pria At,Pakaian,2.0,Rp48.585,Rp97.170
12038,2024-01-23,Gula Pasir Ipsam,Kebutuhan Pokok,3.0,Rp76.089,Rp228.267
12039,2025-08-21,Lemari Ducimus,Furnitur,3.0,Rp27.455,Rp82.365
12040,2025-07-17,Lipstik Ex,Kecantikan,1.0,Rp15.713,Rp15.713
12041,2025-06-06,Pakaian Pria Fugit,Pakaian,3.0,Rp4.084,Rp12.252
12042,2024-04-13,Tempat Tidur Blanditiis,Furnitur,5.0,Rp48.454,Rp242.270
12043,2024-07-02,Non-Fiksi Inventore,Buku,5.0,Rp10.529,Rp52.645
12044,2023-12-03,Beras Culpa,Kebutuhan Pokok,5.0,Rp19.998,Rp99.990
12045,2024-12-30,Sepatu Accusamus,Pakaian,5.0,Rp69.794,Rp348.970
12046,2025-08-22,Gula Pasir Itaque,Kebutuhan Pokok,1.0,Rp51.498,Rp51.498
12047,2023-10-18,Parfum Optio,Kecantikan,1.0,Rp47.301,Rp47.301
12048,2024-05-09,Tepung Terigu Accusantium,Kebutuhan Pokok,2.0,Rp18.605,Rp37.210
12049,2025-05-12,Foundation Praesentium,Kecantikan,1.0,Rp38.419,Rp38.419
12050,2023-12-04,Krim Wajah Harum,Kecantikan,5.0,Rp42.020,Rp210.100
12051,2024-07-23,Non-Fiksi Unde,Buku,1.0,Rp2.469,Rp2.469
12052,2025-09-26,Sofa Hic,Furnitur,5.0,Rp45.068,Rp225.340
12053,2023-10-30,Headphone Voluptatem,Elektronik,3.0,Rp28.772,Rp86.316
12054,2024-06-05,Beras Eaque,Kebutuhan Pokok,4.0,Rp14.718,Rp58.872
12055,2024-07-26,Raket Tenis Reprehenderit,Hiburan,3.0,Rp8.259,Rp24.777
12056,2024-12-06,Hiasan Dinding Sunt,Dekorasi Rumah,4.0,Rp67.604,Rp270.416
12057,2024-08-17,Tepung Terigu Iusto,Kebutuhan Pokok,4.0,Rp56.055,Rp224.220
12058,2023-11-10,Parfum Quod,Kecantikan,5.0,Rp18.989,Rp94.945
12059,2024-04-05,Sofa Nobis,Furnitur,4.0,Rp9.993,Rp39.972
12060,2024-01-14,Headphone Illo,Elektronik,1.0,Rp79.977,Rp79.977
12061,2025-07-29,Hiasan Dinding Iusto,Dekorasi Rumah,2.0,Rp75.748,Rp151.496
12062,2023-12-24,Gula Pasir Perspiciatis,Kebutuhan Pokok,3.0,Rp27.010,Rp81.030
12063,2025-05-20,Sofa Odit,Furnitur,4.0,Rp71.994,Rp287.976
12064,2024-01-30,Kursi Tempore,Furnitur,2.0,Rp47.526,Rp95.052
12065,2024-03-26,Bantal Iste,Dekorasi Rumah,1.0,Rp38.318,Rp38.318
12066,2025-03-29,Set Peralatan Masak Illo,Peralatan Dapur,1.0,Rp56.883,Rp56.883
12067,2024-10-18,Pakaian Wanita Magnam,Pakaian,1.0,Rp18.708,Rp18.708
12068,2025-07-22,Meja Perspiciatis,Furnitur,4.0,Rp60.603,Rp242.412
12069,2025-05-24,Gula Pasir Suscipit,Kebutuhan Pokok,5.0,Rp79.431,Rp397.155
12070,2024-04-27,Puzzle Quos,Hiburan,4.0,Rp20.901,Rp83.604
12071,2024-01-29,Action Figure Quidem,Hiburan,2.0,Rp23.718,Rp47.436
12072,2024-07-24,Matras Yoga Maxime,Hiburan,5.0,Rp3.533,Rp17.665
12073,2024-05-15,Lipstik Deleniti,Kecantikan,5.0,Rp7.131,Rp35.655
12074,2025-04-12,Minyak Goreng Laborum,Kebutuhan Pokok,5.0,Rp578,Rp2.890
